epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
0,2.325382709503174,1.9734917879104614,0.21428571428571427,0.23953328757721346,0.5245575437299675,0.5177013713111289
2,1.4584381580352783,1.445076823234558,0.2664835164835165,0.31983527796842826,0.5263809119950289,0.543200194788391
4,1.4515833854675293,1.5089201927185059,0.2857142857142857,0.3369938229238161,0.5430517330372835,0.5529700831819842
6,1.435119867324829,1.5124682188034058,0.2664835164835165,0.34317089910775567,0.5240151571755884,0.5628558694563591
8,1.3995283842086792,1.40639328956604,0.28846153846153844,0.35415236787920384,0.5379681506691526,0.5784516521293199
10,1.398657202720642,1.4559309482574463,0.32142857142857145,0.3205216197666438,0.5238093997527788,0.5450842549463933
12,1.3328872919082642,1.4939539432525635,0.29395604395604397,0.33493479752916955,0.5112295434820872,0.5375828389976445
14,1.3392407894134521,1.3803081512451172,0.3324175824175824,0.3507206588881263,0.539132933273965,0.5631351101797127
16,1.308510184288025,1.438313603401184,0.3131868131868132,0.3562113932738504,0.5353518650996234,0.5700114016094826
18,1.3941291570663452,1.4822826385498047,0.29120879120879123,0.3692518874399451,0.522531371966121,0.5787472217942181
20,1.3917609453201294,1.3776010274887085,0.3021978021978022,0.35552505147563485,0.5257634941341862,0.5559652411278229
22,1.414551019668579,1.4142266511917114,0.3543956043956044,0.37199725463280714,0.5490270637697323,0.5782432738181512
24,1.370469331741333,1.5001333951950073,0.3269230769230769,0.366506520247083,0.5458005669691485,0.5663370256537904
26,1.2778342962265015,1.5052597522735596,0.29945054945054944,0.34454358270418667,0.534742008115354,0.5648319702328157
28,1.28974187374115,1.4773190021514893,0.33516483516483514,0.36238846945778996,0.5541916820397086,0.5751105843920568
30,1.2983136177062988,1.4788404703140259,0.3489010989010989,0.3287577213452299,0.5486322549373731,0.5484349138923219
32,1.3006274700164795,1.4587799310684204,0.2774725274725275,0.3678792038435141,0.5057697646379955,0.5747385600334527
34,1.2231473922729492,1.4565454721450806,0.33791208791208793,0.3260123541523679,0.5482473646091099,0.5406324316222333
36,1.419174075126648,1.418560266494751,0.3159340659340659,0.37062457103637614,0.5236933633348738,0.5708047727361975
38,1.3781452178955078,1.5586211681365967,0.3324175824175824,0.3466026080988332,0.5226488641460516,0.5715974558840242
40,1.2397488355636597,1.4221493005752563,0.31868131868131866,0.3383665065202471,0.5452578859061298,0.5648434252054949
42,1.2918871641159058,1.477746605873108,0.31043956043956045,0.33150308853809196,0.5115937709734862,0.5424330907973067
44,1.2620394229888916,1.4540334939956665,0.2967032967032967,0.3500343170899108,0.49541214995165916,0.5606540090109845
46,1.3282413482666016,1.4636619091033936,0.3324175824175824,0.3472889498970487,0.5200408090363908,0.5649467755962203
48,1.3057142496109009,1.4403257369995117,0.3269230769230769,0.3472889498970487,0.5307019803830606,0.5607390356363817
