epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
0,2.391284227371216,1.3182637691497803,0.1043956043956044,0.3452299245024022,0.442791242069313,0.5168534245622896
2,3.0559568405151367,1.2725991010665894,0.1346153846153846,0.40905971173644473,0.4627087798406902,0.5984020326659972
