epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
0,2.4817159175872803,2.1106760501861572,0.2032967032967033,0.24021962937542896,0.5100596236955259,0.5206787021363289
2,1.4460383653640747,1.5443611145019531,0.28296703296703296,0.3061084420041181,0.5427718135703448,0.5397288786685092
4,1.4310709238052368,1.5142388343811035,0.27197802197802196,0.334248455730954,0.5512852351034727,0.5607143094848243
6,1.492039680480957,1.5319088697433472,0.2554945054945055,0.334248455730954,0.5396964377129327,0.5582710127657562
8,1.1527585983276367,1.457293152809143,0.33516483516483514,0.34317089910775567,0.5379604969503093,0.5583397893170219
10,1.4081032276153564,1.4451005458831787,0.26373626373626374,0.3459162663006177,0.5216638562593737,0.5653757216876538
12,1.3877722024917603,1.4928523302078247,0.2445054945054945,0.3390528483184626,0.5156314352662634,0.5550025005760332
14,1.1278440952301025,1.5339595079421997,0.31043956043956045,0.3218943033630748,0.5259584604093623,0.5439320920622318
16,1.1431480646133423,1.4645047187805176,0.32967032967032966,0.3500343170899108,0.5455367892970535,0.5603239589285952
18,1.3095195293426514,1.619897484779358,0.3076923076923077,0.35552505147563485,0.5335735018711605,0.5541599181333887
20,1.3083919286727905,1.542273998260498,0.2967032967032967,0.3390528483184626,0.5483202862956686,0.5543324675725256
22,1.284938931465149,1.500435471534729,0.25824175824175827,0.3500343170899108,0.5224891496819859,0.5503100530157465
24,1.1774492263793945,1.5747710466384888,0.34065934065934067,0.3397391901166781,0.5616001704490585,0.5551485553922089
26,1.3696285486221313,1.5689688920974731,0.27197802197802196,0.32807137954701443,0.5564919680304817,0.5499431308609395
28,1.398990511894226,1.5074692964553833,0.27197802197802196,0.3459162663006177,0.5397682878766958,0.5636546280763381
30,1.3036863803863525,1.412843108177185,0.29120879120879123,0.34454358270418667,0.5274684042824124,0.5482535187160169
32,1.254907250404358,1.5396881103515625,0.3241758241758242,0.3404255319148936,0.5491026654735901,0.5529708753024052
34,1.2895469665527344,1.5695372819900513,0.31868131868131866,0.334248455730954,0.5547421802279909,0.5412844408653986
36,1.2375209331512451,1.430415391921997,0.29395604395604397,0.3500343170899108,0.5268148012974414,0.5582535581583692
38,1.2468808889389038,1.4975351095199585,0.2774725274725275,0.34179821551132467,0.5247895764152144,0.549728048320821
40,1.535126805305481,1.4566351175308228,0.2664835164835165,0.34179821551132467,0.51810976522363,0.5550118961555357
42,1.3043802976608276,1.5423753261566162,0.3076923076923077,0.3514070006863418,0.5243761718699438,0.5532845809393845
44,1.238119125366211,1.457876205444336,0.3021978021978022,0.33768016472203155,0.5347369165989087,0.5515866500593792
46,1.344517469406128,1.5571309328079224,0.3021978021978022,0.3383665065202471,0.5471174267376544,0.5565654353829115
48,1.324238657951355,1.5230289697647095,0.27197802197802196,0.31708991077556625,0.5274538681996251,0.5457478418998439
