epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
2,1.34946608543396,1.7362043857574463,0.4532967032967033,0.5037748798901853,0.6818084154897803,0.6818475545701996
4,0.6393932104110718,0.5009476542472839,0.695054945054945,0.6183939601921757,0.7687978304439376,0.7544239720635688
6,0.5384394526481628,0.1866987943649292,0.6291208791208791,0.7343857240905971,0.7826759972190107,0.8446960153276513
8,1.6591956615447998,0.32798445224761963,0.5961538461538461,0.7041866849691146,0.7615451538185003,0.8036970227564205
10,0.558781087398529,0.24876749515533447,0.8241758241758241,0.7247769389155799,0.8479622986595554,0.8167989167187624
12,0.7024799585342407,0.15302692353725433,0.7664835164835165,0.7638984214138641,0.8136764087728799,0.8457617040863754
14,1.189869999885559,0.3818868398666382,0.5576923076923077,0.6959505833905285,0.7078909988629791,0.8037739761937442
16,0.8211064338684082,0.16130824387073517,0.7802197802197802,0.7700754975978037,0.8244502099658382,0.8488920421123196
18,3.320782423019409,0.10473841428756714,0.6401098901098901,0.8009608785175018,0.7790122590273695,0.877565360651664
20,0.5228707194328308,0.06937909126281738,0.728021978021978,0.8085106382978723,0.8083095243163319,0.8779061884448675
22,0.8884615302085876,0.09198440611362457,0.760989010989011,0.7982155113246396,0.8355756150555977,0.8751862689864118
24,0.9066355228424072,0.42621493339538574,0.8021978021978022,0.6842827728208648,0.8395006314941924,0.8048152175115945
26,2.5479109287261963,0.19971701502799988,0.6978021978021978,0.755662319835278,0.7513525819758761,0.8356843491042244
28,0.6784446835517883,0.1294262409210205,0.8131868131868132,0.787920384351407,0.8382593114238674,0.866101712223703
30,0.8434186577796936,0.09825556725263596,0.8186813186813187,0.8133150308853809,0.8259509734841972,0.88428796720899
32,0.6124898195266724,0.04736994206905365,0.8516483516483516,0.8407687028140014,0.875437682899552,0.8916186023852166
34,0.9344000816345215,0.09627683460712433,0.7472527472527473,0.8119423472889499,0.8291890748479545,0.8870608729756515
36,0.8875386118888855,0.20517021417617798,0.7445054945054945,0.7604667124227865,0.7967823180804592,0.8350359175429678
38,0.907896876335144,0.10120885819196701,0.7527472527472527,0.8311599176389842,0.8133261260078273,0.8891200682356774
40,0.773827075958252,0.027665507048368454,0.6785714285714286,0.8634179821551132,0.7782326501592056,0.9015023712605993
42,0.880833625793457,0.023698482662439346,0.739010989010989,0.8702814001372684,0.7953547188748975,0.9172231520830663
44,0.8018266558647156,0.01071570347994566,0.8983516483516484,0.8997940974605353,0.8686313666835374,0.9299833485416786
46,0.751372754573822,0.007715578190982342,0.8681318681318682,0.910089224433768,0.8595276181837767,0.9472168410519555
48,0.723816454410553,0.008385770954191685,0.8653846153846154,0.9341111873713109,0.8519117521772335,0.9547837719988697
50,25.33481216430664,0.2806503474712372,0.34065934065934067,0.8668496911461908,0.558004415483024,0.9125583989147305
