epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
0,2.961794137954712,2.342118263244629,0.2774725274725275,0.21139327385037748,0.5280208885827058,0.5040173330748452
2,1.8778190612792969,1.2690190076828003,0.27197802197802196,0.2896362388469458,0.5685573364768091,0.5362479764486656
4,1.4565218687057495,1.1075143814086914,0.29395604395604397,0.3534660260809883,0.5668573381431032,0.5711251955882128
6,1.2731841802597046,1.0130525827407837,0.30494505494505497,0.3575840768702814,0.5666681891781646,0.5689615106418964
8,1.2183918952941895,1.0281054973602295,0.31868131868131866,0.37199725463280714,0.5669980419865575,0.5755905489210615
10,1.1763429641723633,0.9695988297462463,0.31043956043956045,0.3987645847632121,0.5683367983173645,0.5927681262669452
12,1.125127911567688,0.947791337966919,0.3131868131868132,0.3843514070006863,0.5640411236577947,0.5891021607246076
14,1.0666028261184692,0.9207908511161804,0.32142857142857145,0.38366506520247085,0.5685440049456454,0.5816903565407058
16,1.050545573234558,0.8557434678077698,0.33516483516483514,0.42896362388469456,0.5704686895945945,0.6125253884164947
18,1.0445386171340942,0.9099700450897217,0.3598901098901099,0.4124914207275223,0.5941545403202968,0.603231460630821
20,0.9904810786247253,0.86002117395401,0.3241758241758242,0.3973919011667811,0.5856502757107434,0.5961903651223537
22,1.0036662817001343,0.9161913990974426,0.3434065934065934,0.3816060398078243,0.5902223220658904,0.5836912223958359
24,1.021094560623169,0.8543200492858887,0.3516483516483517,0.4296499656829101,0.5943853510948207,0.6103887217446833
26,0.9467582702636719,0.8926337361335754,0.3598901098901099,0.4070006863417982,0.5980758380570629,0.60089131851479
28,0.9421676397323608,0.858906626701355,0.3626373626373626,0.4186684969114619,0.5988760004173277,0.6011909074110708
30,0.9510688781738281,0.8160830140113831,0.36538461538461536,0.426904598490048,0.6007709816212676,0.5972858188117062
32,0.9418801069259644,0.8734825849533081,0.37362637362637363,0.4118050789293068,0.6055065523593914,0.6009515195613657
34,0.9359351396560669,0.8547431826591492,0.36538461538461536,0.40837336993822926,0.5887932234525018,0.5992288487459754
36,0.9469224810600281,0.8378949761390686,0.36813186813186816,0.44063143445435826,0.6022756598911221,0.6155802294867856
38,0.924364447593689,0.8236376047134399,0.38461538461538464,0.4172958133150309,0.6100529597799316,0.5969819973263819
40,0.9296694397926331,0.8849772214889526,0.3434065934065934,0.38366506520247085,0.5891060054862738,0.5786701536043222
42,0.884776771068573,0.8820065855979919,0.3708791208791209,0.4200411805078929,0.5907526367129323,0.5969423381049325
44,0.878082811832428,0.8194554448127747,0.3598901098901099,0.43719972546328073,0.5862131743806369,0.6094394449101316
46,0.8484100103378296,0.7884690761566162,0.3516483516483517,0.4413177762525738,0.5815338740878042,0.6164763938835084
48,0.8431064486503601,0.8157140016555786,0.35714285714285715,0.42072752230610844,0.5681517491871141,0.6035412306099674
