epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
2,2.860630989074707,2.086768388748169,0.7967032967032966,0.8380233356211393,0.8904682228984825,0.9142999895857415
4,0.6133391261100769,0.7327280044555664,0.945054945054945,0.9121482498284146,0.9625835946487011,0.9539745327045206
6,1159.0067138671875,1.4476943016052246,0.3956043956043956,0.8592999313658202,0.5814577587234444,0.9273913435147935
8,1.0100923776626587,1.1001806259155273,0.9258241758241759,0.8901853122855182,0.9468757016680018,0.9454583048853031
10,0.9670107364654541,0.7689571976661682,0.9340659340659341,0.91283459162663,0.9440956182186966,0.9640136630524629
12,0.8403235673904419,0.46195340156555176,0.9258241758241759,0.9512697323266986,0.9422817559635218,0.9733025166950119
14,0.5981541872024536,0.3574312627315521,0.9505494505494505,0.9595058339052849,0.9540349508802097,0.9845086796078283
16,0.9066573977470398,0.3846590220928192,0.9285714285714286,0.9574468085106383,0.9421259058590029,0.9887640315062096
18,3.313788414001465,0.32802727818489075,0.6813186813186813,0.9643102264927934,0.839468813214278,0.9859295761083542
20,1.4302705526351929,0.47501465678215027,0.9340659340659341,0.9450926561427591,0.9461815040383474,0.9837383681329411
22,1.4884135723114014,0.21067507565021515,0.8818681318681318,0.9725463280713795,0.9342174132576893,0.9932762485358194
24,1.7342462539672852,0.4492841362953186,0.9203296703296703,0.9512697323266986,0.9682406741339123,0.9896359166073582
26,0.6001138091087341,0.32090094685554504,0.9285714285714286,0.9588194921070693,0.9625630365401834,0.9879775749802959
28,1.082095980644226,0.2125968188047409,0.9340659340659341,0.970487302676733,0.9613409940203274,0.9970449980168852
30,1.0303493738174438,0.12153779715299606,0.945054945054945,0.9849004804392587,0.954900246884431,0.9983208332495155
32,1.1730011701583862,0.33876538276672363,0.8928571428571429,0.9649965682910089,0.9670965819860124,0.9860433197469618
34,0.7863755226135254,0.2586368918418884,0.9505494505494505,0.9739190116678106,0.9730485170622845,0.9967230038571243
36,0.9304885864257812,0.21450987458229065,0.9395604395604396,0.9739190116678106,0.9706331759925071,0.9950973663479109
38,0.5752947926521301,0.17450480163097382,0.9423076923076923,0.9766643788606726,0.9706201986937362,0.9979294851763065
40,1.8848482370376587,0.228437140583992,0.8791208791208791,0.9794097460535347,0.9039944146522632,0.9956906026175303
42,1.067046880722046,0.2832479178905487,0.945054945054945,0.9698009608785175,0.9357183644564951,0.9922474374787911
44,2.3050591945648193,0.20462866127490997,0.8873626373626373,0.9732326698695951,0.940861482326107,0.9968328499679245
46,0.7159154415130615,0.2933560013771057,0.9423076923076923,0.967741935483871,0.9592922309979828,0.9943996744956201
48,0.9578655958175659,0.25021353363990784,0.9285714285714286,0.970487302676733,0.968892464518069,0.9957887664000188
50,0.7880032062530518,0.25366634130477905,0.9505494505494505,0.9698009608785175,0.9563548487982134,0.9927330948814352
52,0.9746065139770508,0.10406570881605148,0.9423076923076923,0.9849004804392587,0.941770140536658,0.9979086509009216
54,0.6780275702476501,0.09299293905496597,0.9478021978021978,0.9869595058339052,0.9720467969162029,0.9991376615261698
56,0.8046883344650269,0.0999060645699501,0.9478021978021978,0.9862731640356898,0.9765978193440688,0.9982989255258123
58,1.1948891878128052,0.22842803597450256,0.9038461538461539,0.9711736444749485,0.9571487238221468,0.9940218258018112
60,1.137773871421814,0.1969396471977234,0.8928571428571429,0.9787234042553191,0.9489107216926039,0.9961679328288656
62,1.0669969320297241,0.36272087693214417,0.9313186813186813,0.9622512010981469,0.9529862179872557,0.9953773931223756
64,1.0265233516693115,0.20708736777305603,0.9505494505494505,0.9780370624571036,0.9455788777246676,0.9978110936514111
66,0.7309256196022034,0.06387520581483841,0.9560439560439561,0.9910775566231984,0.9707176195883311,0.9992009777541567
68,0.8754909634590149,0.07832921296358109,0.9423076923076923,0.9897048730267674,0.9703199116449106,0.9984266784981857
70,1.2597788572311401,0.04157010093331337,0.9258241758241759,0.9931365820178449,0.9441367742008249,0.9998025923494297
72,0.889318585395813,0.030078541487455368,0.9478021978021978,0.9965682910089224,0.9558429120754766,0.9998120264509383
74,1.015636682510376,0.10185819119215012,0.9423076923076923,0.9869595058339052,0.9419634057416835,0.9984342851976347
76,0.9902533292770386,0.10920490324497223,0.9478021978021978,0.9903912148249828,0.9644740190149117,0.9976912575462416
78,0.9310094714164734,0.10945528745651245,0.9395604395604396,0.9862731640356898,0.9607992227308968,0.9987309823840034
80,1.5410128831863403,0.052707817405462265,0.9340659340659341,0.9924502402196294,0.9519508919925582,0.9997562369380297
82,1.2898048162460327,0.14507058262825012,0.9395604395604396,0.9821551132463967,0.9534560805028418,0.9982682415109106
84,1.303377628326416,0.21343952417373657,0.9340659340659341,0.9752916952642416,0.9471805113690306,0.9972518346312529
86,0.9923883676528931,0.17798033356666565,0.9340659340659341,0.9766643788606726,0.9639821214435422,0.9982918245165604
88,0.9696564674377441,0.12470510601997375,0.9368131868131868,0.9828414550446122,0.9552791913709345,0.9992264733092268
90,1.1294234991073608,0.12495505064725876,0.9478021978021978,0.9862731640356898,0.9535647099597689,0.9982725794538375
92,1.1294538974761963,0.14915958046913147,0.9230769230769231,0.9849004804392587,0.9522533869215849,0.9986689377805188
94,1.246931552886963,0.23019880056381226,0.9395604395604396,0.9752916952642416,0.9639107931981432,0.9966162601807449
96,1.599611520767212,0.13957089185714722,0.945054945054945,0.9828414550446122,0.9431150564679175,0.9966504856807182
98,0.751716136932373,0.24470031261444092,0.9587912087912088,0.9718599862731641,0.9685675589173862,0.9958844144296263
100,0.9254841804504395,0.03974314033985138,0.9478021978021978,0.9958819492107069,0.9711353388148782,0.9997349796820045
