epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
2,0.5735011100769043,1.0692509412765503,0.6346153846153846,0.5442690459849004,0.754911006108474,0.702860749285563
4,0.48592475056648254,0.5008953809738159,0.8434065934065934,0.6794783802333562,0.8753517729039914,0.7827857922799524
6,0.6270029544830322,0.17280149459838867,0.5824175824175825,0.7590940288263556,0.7741630028871618,0.8625179948993418
8,0.7201939821243286,0.09414763748645782,0.8186813186813187,0.8112560054907344,0.8582679008920839,0.8844585586275625
10,0.6202433109283447,0.24821695685386658,0.6291208791208791,0.7343857240905971,0.7562507484308189,0.8288367137987664
12,0.6245198845863342,0.1426515430212021,0.7527472527472527,0.7577213452299245,0.8323532265391844,0.837337007700297
14,1.2269655466079712,0.06873923540115356,0.6703296703296703,0.8462594371997255,0.8096924003840587,0.9018927299535758
16,0.44297802448272705,0.13601244986057281,0.7115384615384616,0.814687714481812,0.8249718076912734,0.8810840569634385
18,0.6238692998886108,0.2080405205488205,0.8214285714285714,0.7714481811942348,0.8352936494088863,0.8487169160578055
20,1.0908160209655762,0.1555369794368744,0.7197802197802198,0.8133150308853809,0.8175839264687155,0.8762054812552854
22,0.5100124478340149,0.11693975329399109,0.6840659340659341,0.824296499656829,0.7806645167952342,0.884431693173096
24,0.44385966658592224,0.11898817121982574,0.7527472527472527,0.8311599176389842,0.8212773388636099,0.8863362098604737
26,0.5085893869400024,0.0277295783162117,0.7912087912087912,0.8675360329444063,0.8407318534285131,0.9042976396633959
28,0.4018484652042389,0.21123304963111877,0.8351648351648352,0.8002745367192862,0.8665652322642128,0.8662149517596085
30,0.5107933878898621,0.057715144008398056,0.8681318681318682,0.8709677419354839,0.8721893052076457,0.9220511852320629
32,0.3941272497177124,0.13032777607440948,0.8681318681318682,0.8291008922443377,0.8775664976286384,0.8848568010100802
34,0.5247389674186707,0.028459060937166214,0.8681318681318682,0.8970487302676733,0.8656341577178835,0.9239600333740863
36,0.49363207817077637,0.013319991528987885,0.8873626373626373,0.9142072752230611,0.8692478178857789,0.9459557412273505
38,1.9194198846817017,0.28666168451309204,0.6483516483516484,0.8140013726835964,0.724382661171637,0.8761895492434731
40,0.4156898856163025,0.05055448040366173,0.8653846153846154,0.8743994509265615,0.8530318903149507,0.9235507528378598
42,0.4514216482639313,0.035446248948574066,0.9148351648351648,0.908716540837337,0.889372231116681,0.9390433005277651
44,0.5005365610122681,0.04033706709742546,0.8956043956043956,0.8970487302676733,0.9037383495906793,0.935750326761441
46,0.4769396483898163,0.024488195776939392,0.7912087912087912,0.9011667810569663,0.8403347881181563,0.9440932681111377
48,0.44939664006233215,0.008709227666258812,0.9395604395604396,0.9457789979409746,0.901623617320608,0.966813671739336
50,0.46596741676330566,0.007168665993958712,0.9285714285714286,0.9375428963623885,0.8900347554624086,0.9640914501609996
